,Species,Zone,Tree,Tree.height,Tree.girth,Strata,Branch,Branch.length,Length,Width,Area,Petiole.length,Petiole.width,Herbivory,Stomata,Branchnum
1338,Diospyros montana,Dry Thorn,32,5,38.5,Upper,2,41,8.77,5.45,30.15,7.9,2,2,38,328
1339,Diospyros montana,Dry Thorn,32,5,38.5,Upper,2,41,6.37,4.98,23.62,7.8,1.4,6,38,328
1340,Diospyros montana,Dry Thorn,32,5,38.5,Upper,2,41,9.4,5.14,30.15,9.4,1.8,9,38,328
1341,Diospyros montana,Dry Thorn,32,5,38.5,Upper,3,32,11.24,7.63,43.57,11.6,2.3,3,38,329
1342,Diospyros montana,Dry Thorn,32,5,38.5,Upper,3,32,5.71,4.69,21.19,10.1,1.6,6,38,329
1343,Diospyros montana,Dry Thorn,32,5,38.5,Upper,3,32,8.36,4.73,26.51,6.9,1.9,40,38,329
1344,Diospyros montana,Dry Thorn,32,5,38.5,Upper,3,32,12.65,7.4,45.41,11.1,1.9,0,38,329
1345,Diospyros montana,Dry Thorn,32,5,38.5,Upper,3,32,3.39,3.38,11.49,5.6,1.6,0,38,329
1346,Diospyros montana,Dry Thorn,32,5,38.5,Mid,1,24,3.35,3.47,11.77,7.4,1.7,4,30,324
1347,Diospyros montana,Dry Thorn,32,5,38.5,Mid,1,24,5.06,3.13,13.76,10.4,2.2,0,30,324
1348,Diospyros montana,Dry Thorn,32,5,38.5,Mid,1,24,6.01,4.03,19.16,7.9,1.8,6,30,324
1349,Diospyros montana,Dry Thorn,32,5,38.5,Mid,1,24,6.2,3.39,17.01,9.2,2,3,30,324
1350,Diospyros montana,Dry Thorn,32,5,38.5,Mid,1,24,7.84,4.99,26.52,10.3,2.5,25,30,324
1351,Diospyros montana,Dry Thorn,32,5,38.5,Mid,2,24,10,6.08,35.04,6.2,2,0,30,325
1352,Diospyros montana,Dry Thorn,32,5,38.5,Mid,2,24,6.97,4.55,23.09,6.7,1.5,0,30,325
1353,Diospyros montana,Dry Thorn,32,5,38.5,Mid,2,24,4.37,2.6,10.32,4.2,1.2,0,30,325
1354,Diospyros montana,Dry Thorn,32,5,38.5,Mid,2,24,4.25,3.84,14.98,4.2,1.2,0,30,325
1355,Diospyros montana,Dry Thorn,32,5,38.5,Mid,2,24,7.72,5.52,28.38,6,2.5,0,30,325
1356,Diospyros montana,Dry Thorn,32,5,38.5,Mid,3,39,12.3,6.7,41.97,9.4,2.1,0,30,326
1357,Diospyros montana,Dry Thorn,32,5,38.5,Mid,3,39,10.99,6.19,37.4,8.4,1.9,8,30,326
1358,Diospyros montana,Dry Thorn,32,5,38.5,Mid,3,39,4.09,2.72,10.25,5.9,1,3,30,326
1359,Diospyros montana,Dry Thorn,32,5,38.5,Mid,3,39,5.63,3.91,17.95,4.6,1.2,30,30,326
1360,Diospyros montana,Dry Thorn,32,5,38.5,Mid,3,39,5.65,3.47,16.25,5.3,1.8,5,30,326
1361,Diospyros montana,Dry Thorn,32,5,38.5,Bottom,1,23,8.93,5.99,32.6,8.2,2,5,26,321
1362,Diospyros montana,Dry Thorn,32,5,38.5,Bottom,1,23,11.75,6.42,39.79,8.2,2.4,7,26,321
1363,Diospyros montana,Dry Thorn,32,5,38.5,Bottom,1,23,11.44,6.45,39.3,8.2,2.2,3,26,321
1364,Diospyros montana,Dry Thorn,32,5,38.5,Bottom,1,23,8.02,5.61,29.32,5.6,2.2,0,26,321
1365,Diospyros montana,Dry Thorn,32,5,38.5,Bottom,1,23,12.24,7.02,43.11,10.6,2.9,1,26,321
1366,Diospyros montana,Dry Thorn,32,5,38.5,Bottom,2,14,10.45,5.8,34.81,9.3,2.2,18,26,322
1367,Diospyros montana,Dry Thorn,32,5,38.5,Bottom,2,14,6.61,5.63,26.65,9.2,1.6,3,26,322
1368,Diospyros montana,Dry Thorn,32,5,38.5,Bottom,2,14,6.16,5.46,25.1,6.2,1.9,0,26,322
1369,Diospyros montana,Dry Thorn,32,5,38.5,Bottom,2,14,10.28,6.42,36.92,8.2,2.2,0,26,322
1370,Diospyros montana,Dry Thorn,32,5,38.5,Bottom,2,14,9.68,5.85,33.5,9.6,2.3,2,26,322
1371,Diospyros montana,Dry Thorn,32,5,38.5,Bottom,3,18,6.47,3.52,18.05,6.6,1.6,7,26,323
1372,Diospyros montana,Dry Thorn,32,5,38.5,Bottom,3,18,4.35,3.75,14.82,4.8,1.2,9,26,323
1373,Diospyros montana,Dry Thorn,32,5,38.5,Bottom,3,18,5.87,4.41,20.39,5,1.6,0,26,323
1374,Diospyros montana,Dry Thorn,32,5,38.5,Bottom,3,18,6.36,4.94,23.44,4.4,1.9,0,26,323
1375,Diospyros montana,Dry Thorn,32,5,38.5,Bottom,3,18,6.69,3.95,20.17,5.6,2.1,31,26,323
1376,Diospyros montana,Dry Thorn,33,13,138.5,Upper,1,32,8.67,4.07,24.51,6.9,1.2,0,28,337
1377,Diospyros montana,Dry Thorn,33,13,138.5,Upper,1,32,7.04,3.67,19.75,6.4,1.2,0,28,337
1378,Diospyros montana,Dry Thorn,33,13,138.5,Upper,1,32,6.45,3.76,18.96,5.5,1.9,0,28,337
1379,Diospyros montana,Dry Thorn,33,13,138.5,Upper,1,32,8.07,4.51,25.07,6.6,1.5,1,28,337
1380,Diospyros montana,Dry Thorn,33,13,138.5,Upper,1,32,7.75,3.95,22.24,6.8,1.2,0,28,337
1381,Diospyros montana,Dry Thorn,33,13,138.5,Upper,2,29,5.51,4.38,19.57,5,1.5,2,28,338
1382,Diospyros montana,Dry Thorn,33,13,138.5,Upper,2,29,7.1,4.52,23.22,6.8,2,3,28,338
1383,Diospyros montana,Dry Thorn,33,13,138.5,Upper,2,29,8.53,4.44,25.69,8.2,1.8,1,28,338
1384,Diospyros montana,Dry Thorn,33,13,138.5,Upper,2,29,5.28,3.31,14.9,5.4,1.2,0,28,338
1385,Diospyros montana,Dry Thorn,33,13,138.5,Upper,2,29,7.84,3.42,20.32,5.7,0.9,7,28,338
1386,Diospyros montana,Dry Thorn,33,13,138.5,Upper,3,35,6.07,3.94,18.93,5.4,1.8,0,28,339
1387,Diospyros montana,Dry Thorn,33,13,138.5,Upper,3,35,5.91,3.67,17.55,5.6,1.3,0,28,339
1388,Diospyros montana,Dry Thorn,33,13,138.5,Upper,3,35,7.26,4.32,22.75,5.2,1.2,0,28,339
1389,Diospyros montana,Dry Thorn,33,13,138.5,Upper,3,35,9.06,4.79,28.11,6.2,1.3,0,28,339
1390,Diospyros montana,Dry Thorn,33,13,138.5,Upper,3,35,7.59,2.99,18.14,6.8,1.6,3,28,339
1391,Diospyros montana,Dry Thorn,33,13,138.5,Mid,1,30,4.49,3,12.13,7,0.9,0,36,334
1392,Diospyros montana,Dry Thorn,33,13,138.5,Mid,1,30,4.91,3.16,13.58,4.9,1.4,0,36,334
1393,Diospyros montana,Dry Thorn,33,13,138.5,Mid,1,30,4.78,2.54,10.88,6.5,1.6,0,36,334
1394,Diospyros montana,Dry Thorn,33,13,138.5,Mid,1,30,4.36,3.94,15.59,4.6,1.2,0,36,334
1395,Diospyros montana,Dry Thorn,33,13,138.5,Mid,1,30,7.86,3.78,21.78,6.4,1,0,36,334
1396,Diospyros montana,Dry Thorn,33,13,138.5,Mid,2,29,4.09,2.83,10.68,5,1,0,36,335
1397,Diospyros montana,Dry Thorn,33,13,138.5,Mid,2,29,5.34,2.7,12.61,5.5,1,0,36,335
1398,Diospyros montana,Dry Thorn,33,13,138.5,Mid,2,29,7.07,3.74,20.08,7.6,1.4,5,36,335
1399,Diospyros montana,Dry Thorn,33,13,138.5,Mid,2,29,5.8,2.86,14.13,5.8,1,0,36,335
1400,Diospyros montana,Dry Thorn,33,13,138.5,Mid,2,29,3.53,2.5,8.29,6,1,0,36,335
1401,Diospyros montana,Dry Thorn,33,13,138.5,Mid,3,30,6.99,3.31,18.23,5.6,1.4,0,36,336
1402,Diospyros montana,Dry Thorn,33,13,138.5,Mid,3,30,5.07,3.04,13.42,5.5,1.2,0,36,336
1403,Diospyros montana,Dry Thorn,33,13,138.5,Mid,3,30,5.22,2.94,13.32,5.5,1.8,0,36,336
1404,Diospyros montana,Dry Thorn,33,13,138.5,Mid,3,30,6.3,3.73,18.54,6.3,1.2,0,36,336
1405,Diospyros montana,Dry Thorn,33,13,138.5,Mid,3,30,3.52,1.91,5.94,5.4,0.8,0,36,336
1406,Diospyros montana,Dry Thorn,33,13,138.5,Bottom,1,28,4.89,2.7,11.73,4.5,0.9,2,24,331
1407,Diospyros montana,Dry Thorn,33,13,138.5,Bottom,1,28,3.07,1.94,5.18,3.8,1,0,24,331
1408,Diospyros montana,Dry Thorn,33,13,138.5,Bottom,1,28,4.31,3.32,13.05,6.8,1.1,5,24,331
1409,Diospyros montana,Dry Thorn,33,13,138.5,Bottom,1,28,5.72,3.71,17.34,4.9,1.3,0,24,331
1410,Diospyros montana,Dry Thorn,33,13,138.5,Bottom,1,28,2.2,1.78,2.85,3.5,0.5,0,24,331
1411,Diospyros montana,Dry Thorn,33,13,138.5,Bottom,2,15,2.58,2.2,5.25,4.9,0.7,0,24,332
1412,Diospyros montana,Dry Thorn,33,13,138.5,Bottom,2,15,4.97,3,13.07,5.4,1.2,3,24,332
1413,Diospyros montana,Dry Thorn,33,13,138.5,Bottom,2,15,3.84,2.94,10.63,4.8,1.2,2,24,332
1414,Diospyros montana,Dry Thorn,33,13,138.5,Bottom,2,15,2.98,2.23,6.15,3.3,0.9,5,24,332
1415,Diospyros montana,Dry Thorn,33,13,138.5,Bottom,2,15,2.58,2.15,5.05,6,0.5,4,24,332
1416,Diospyros montana,Dry Thorn,33,13,138.5,Bottom,3,15,2.44,1.81,3.44,3.8,0.6,0,24,333
1417,Diospyros montana,Dry Thorn,33,13,138.5,Bottom,3,15,6.1,3.32,16.54,4.7,1.8,20,24,333
1418,Diospyros montana,Dry Thorn,33,13,138.5,Bottom,3,15,3.17,2.02,5.69,4.6,0.6,3,24,333
1419,Diospyros montana,Dry Thorn,33,13,138.5,Bottom,3,15,4.56,2.96,12.11,6.2,1.2,45,24,333
1420,Diospyros montana,Dry Thorn,33,13,138.5,Bottom,3,15,5.38,3.45,15.65,4.4,1.1,0,24,333
1421,Diospyros montana,Dry Thorn,34,12,135.5,Upper,1,35,8.02,4.02,23.04,7.9,1.5,0,34,347
1422,Diospyros montana,Dry Thorn,34,12,135.5,Upper,1,35,7.64,3.35,19.66,7,1,0,34,347
1423,Diospyros montana,Dry Thorn,34,12,135.5,Upper,1,35,3.5,2.72,9.1,6.2,1.2,0,34,347
1424,Diospyros montana,Dry Thorn,34,12,135.5,Upper,1,35,5.14,3.29,14.55,5,1.1,0,34,347
1425,Diospyros montana,Dry Thorn,34,12,135.5,Upper,1,35,7.8,3.7,21.35,8,1.4,0,34,347
1426,Diospyros montana,Dry Thorn,34,12,135.5,Upper,2,40,5.77,4.08,18.89,8,1.5,0,34,348
1427,Diospyros montana,Dry Thorn,34,12,135.5,Upper,2,40,4.08,2.48,9.28,5.5,0.6,0,34,348
1428,Diospyros montana,Dry Thorn,34,12,135.5,Upper,2,40,5.1,2.76,12.38,7.2,0.8,0,34,348
1429,Diospyros montana,Dry Thorn,34,12,135.5,Upper,2,40,8.13,3.4,20.81,7.8,1,0,34,348
1430,Diospyros montana,Dry Thorn,34,12,135.5,Upper,2,40,8.43,3.94,23.53,9.5,1.2,5,34,348
1431,Diospyros montana,Dry Thorn,34,12,135.5,Upper,3,38,6.62,2.65,14.9,6.7,1,0,34,349
1432,Diospyros montana,Dry Thorn,34,12,135.5,Upper,3,38,7.61,4.29,23.31,8.5,1.3,0,34,349
1433,Diospyros montana,Dry Thorn,34,12,135.5,Upper,3,38,6.18,2.71,14.28,6.5,0.6,0,34,349
1434,Diospyros montana,Dry Thorn,34,12,135.5,Upper,3,38,7.53,3.17,18.73,7.6,0.8,0,34,349
1435,Diospyros montana,Dry Thorn,34,12,135.5,Upper,3,38,6.11,3.36,16.71,4.9,1.2,0,34,349
1436,Diospyros montana,Dry Thorn,34,12,135.5,Mid,1,52,6.76,3.36,17.98,8,1.1,0,34,344
1437,Diospyros montana,Dry Thorn,34,12,135.5,Mid,1,52,4.78,3.12,13.17,5.5,1,2,34,344
1438,Diospyros montana,Dry Thorn,34,12,135.5,Mid,1,52,7.22,3.5,19.43,8.2,1,1,34,344
1439,Diospyros montana,Dry Thorn,34,12,135.5,Mid,1,52,7.64,3.31,19.5,6.6,1,0,34,344
1440,Diospyros montana,Dry Thorn,34,12,135.5,Mid,1,52,5.87,3.62,17.27,8.6,1.2,1,34,344
1441,Diospyros montana,Dry Thorn,34,12,135.5,Mid,2,26,6.82,3.8,19.83,7.2,1.2,10,34,345
1442,Diospyros montana,Dry Thorn,34,12,135.5,Mid,2,26,8.27,3.25,20.49,6.9,1.3,4,34,345
1443,Diospyros montana,Dry Thorn,34,12,135.5,Mid,2,26,5.05,3.07,13.5,7.5,1.2,5,34,345
1444,Diospyros montana,Dry Thorn,34,12,135.5,Mid,2,26,5.37,3.59,16.18,6.9,1.1,0,34,345
1445,Diospyros montana,Dry Thorn,34,12,135.5,Mid,2,26,7.8,2.73,17.52,7.7,1.2,10,34,345
1446,Diospyros montana,Dry Thorn,34,12,135.5,Mid,3,35,8.54,3.73,22.91,8.1,1.6,6,34,346
1447,Diospyros montana,Dry Thorn,34,12,135.5,Mid,3,35,9.26,3.82,24.67,8.7,1.5,0,34,346
1448,Diospyros montana,Dry Thorn,34,12,135.5,Mid,3,35,8.67,4.38,25.73,7.5,1.5,0,34,346
1449,Diospyros montana,Dry Thorn,34,12,135.5,Mid,3,35,6.72,4,20.43,6.5,2,4,34,346
1450,Diospyros montana,Dry Thorn,34,12,135.5,Mid,3,35,7.46,3.16,18.55,8.1,1.1,0,34,346
1451,Diospyros montana,Dry Thorn,34,12,135.5,Bottom,1,30,7.94,3.79,21.98,7.7,0.9,5,28,341
1452,Diospyros montana,Dry Thorn,34,12,135.5,Bottom,1,30,9.48,3.87,25.3,7.1,1.3,0,28,341
1453,Diospyros montana,Dry Thorn,34,12,135.5,Bottom,1,30,6.26,3.7,18.35,5.1,1.2,0,28,341
1454,Diospyros montana,Dry Thorn,34,12,135.5,Bottom,1,30,9.2,3.68,24,8.8,0.8,30,28,341
1455,Diospyros montana,Dry Thorn,34,12,135.5,Bottom,1,30,3.27,2.16,6.44,4.4,0.9,0,28,341
1456,Diospyros montana,Dry Thorn,34,12,135.5,Bottom,2,28,6.29,3.3,16.83,7.4,1,1,28,342
1457,Diospyros montana,Dry Thorn,34,12,135.5,Bottom,2,28,8.16,3.74,22.21,7.5,1.6,10,28,342
1458,Diospyros montana,Dry Thorn,34,12,135.5,Bottom,2,28,8.33,3.61,22.03,NA,NA,5,28,342
1459,Diospyros montana,Dry Thorn,34,12,135.5,Bottom,2,28,3.55,2.8,9.51,4.4,0.8,5,28,342
1460,Diospyros montana,Dry Thorn,34,12,135.5,Bottom,2,28,8.43,3.28,20.92,5.7,1.5,5,28,342
1461,Diospyros montana,Dry Thorn,34,12,135.5,Bottom,3,38,9.4,4.57,27.9,7,1.3,2,28,343
1462,Diospyros montana,Dry Thorn,34,12,135.5,Bottom,3,38,5.28,2.21,10.55,4.9,0.8,0,28,343
1463,Diospyros montana,Dry Thorn,34,12,135.5,Bottom,3,38,4.74,3.42,14.28,6.8,0.9,0,28,343
1464,Diospyros montana,Dry Thorn,34,12,135.5,Bottom,3,38,5.09,3.52,15.36,7.2,1.4,0,28,343
1465,Diospyros montana,Dry Thorn,34,12,135.5,Bottom,3,38,7.46,2.96,17.76,7.3,1.1,5,28,343
1466,Diospyros montana,Dry Thorn,35,8,141.3,Upper,1,34,5.16,3.42,15.1,7.6,1.7,0,24,357
1467,Diospyros montana,Dry Thorn,35,8,141.3,Upper,1,34,3.45,2.91,9.75,4.4,1,0,24,357
1468,Diospyros montana,Dry Thorn,35,8,141.3,Upper,1,34,5.62,3.11,14.77,6.6,0.9,0,24,357
1469,Diospyros montana,Dry Thorn,35,8,141.3,Upper,1,34,5.48,2.01,10.15,5,0.8,2,24,357
1470,Diospyros montana,Dry Thorn,35,8,141.3,Upper,1,34,7.35,3.39,19.25,7.3,1.5,2,24,357
1471,Diospyros montana,Dry Thorn,35,8,141.3,Upper,2,22,4.64,2.96,12.27,4.4,1.3,2,24,358
1472,Diospyros montana,Dry Thorn,35,8,141.3,Upper,2,22,7.73,3.54,20.58,8.1,1.6,2,24,358
1473,Diospyros montana,Dry Thorn,35,8,141.3,Upper,2,22,4.97,2.51,11.13,4,1.2,3,24,358
1474,Diospyros montana,Dry Thorn,35,8,141.3,Upper,2,22,6.15,2.66,14.03,6.7,1,15,24,358
1475,Diospyros montana,Dry Thorn,35,8,141.3,Upper,2,22,6.48,3.33,17.32,7.1,1.4,22,24,358
1476,Diospyros montana,Dry Thorn,35,8,141.3,Upper,3,38,5.42,3.22,14.82,5.6,1.5,0,24,359
1477,Diospyros montana,Dry Thorn,35,8,141.3,Upper,3,38,5.21,2.81,12.79,6.3,1.1,0,24,359
1478,Diospyros montana,Dry Thorn,35,8,141.3,Upper,3,38,6.56,3.05,16.37,6.3,1,0,24,359
1479,Diospyros montana,Dry Thorn,35,8,141.3,Upper,3,38,3.83,2.71,9.7,5.7,1,0,24,359
1480,Diospyros montana,Dry Thorn,35,8,141.3,Upper,3,38,2.92,2.37,6.59,3.9,0.9,8,24,359
1481,Diospyros montana,Dry Thorn,35,8,141.3,Mid,1,24,3.2,2.58,7.96,5.6,1.1,5,44,354
1482,Diospyros montana,Dry Thorn,35,8,141.3,Mid,1,24,7.9,3.26,19.81,6.6,1.6,3,44,354
1483,Diospyros montana,Dry Thorn,35,8,141.3,Mid,1,24,8.29,3.69,22.27,6.6,1.6,0,44,354
1484,Diospyros montana,Dry Thorn,35,8,141.3,Mid,1,24,6.58,3.81,19.41,6.7,1.6,0,44,354
1485,Diospyros montana,Dry Thorn,35,8,141.3,Mid,1,24,4.58,2.74,11.28,5.5,1.6,2,44,354
1486,Diospyros montana,Dry Thorn,35,8,141.3,Mid,2,45,6.76,3,16.56,5.2,1.1,2,44,355
1487,Diospyros montana,Dry Thorn,35,8,141.3,Mid,2,45,5.26,3.31,14.86,5.9,1.3,3,44,355
1488,Diospyros montana,Dry Thorn,35,8,141.3,Mid,2,45,7.82,3.75,21.59,6.9,1.7,5,44,355
1489,Diospyros montana,Dry Thorn,35,8,141.3,Mid,2,45,7.59,4.03,22.24,6.8,1.6,4,44,355
1490,Diospyros montana,Dry Thorn,35,8,141.3,Mid,2,45,4.86,3.52,14.91,5,1.6,0,44,355
1491,Diospyros montana,Dry Thorn,35,8,141.3,Mid,3,35,6.21,3.41,17.11,6.9,1.4,5,44,356
1492,Diospyros montana,Dry Thorn,35,8,141.3,Mid,3,35,6.62,3.72,19.13,6.6,1.6,5,44,356
1493,Diospyros montana,Dry Thorn,35,8,141.3,Mid,3,35,6.81,3.72,19.5,7.2,1.7,0,44,356
1494,Diospyros montana,Dry Thorn,35,8,141.3,Mid,3,35,4.57,2.98,12.21,5.1,1.4,8,44,356
1495,Diospyros montana,Dry Thorn,35,8,141.3,Mid,3,35,5.35,3.31,15.03,6.1,1,5,44,356
1496,Diospyros montana,Dry Thorn,35,8,141.3,Bottom,1,34,5.8,2.88,14.21,6,1.1,0,22,351
1497,Diospyros montana,Dry Thorn,35,8,141.3,Bottom,1,34,4.2,2.98,11.49,3.9,1,0,22,351
1498,Diospyros montana,Dry Thorn,35,8,141.3,Bottom,1,34,3.06,2.64,7.93,4.2,0.8,0,22,351
1499,Diospyros montana,Dry Thorn,35,8,141.3,Bottom,1,34,6.84,3.11,17.15,6.3,1.1,2,22,351
1500,Diospyros montana,Dry Thorn,35,8,141.3,Bottom,1,34,4.47,2.87,11.58,5.4,0.8,0,22,351
1501,Diospyros montana,Dry Thorn,35,8,141.3,Bottom,2,33,5.66,2.48,12.36,5.1,1,35,22,352
1502,Diospyros montana,Dry Thorn,35,8,141.3,Bottom,2,33,3.33,2.77,8.96,3.9,1.1,0,22,352
1503,Diospyros montana,Dry Thorn,35,8,141.3,Bottom,2,33,4.91,2.97,12.83,4.8,1,0,22,352
1504,Diospyros montana,Dry Thorn,35,8,141.3,Bottom,2,33,5.05,2.82,12.51,4.2,1.3,0,22,352
1505,Diospyros montana,Dry Thorn,35,8,141.3,Bottom,2,33,5.68,2.51,12.52,4.2,0.9,0,22,352
1506,Diospyros montana,Dry Thorn,35,8,141.3,Bottom,3,37,6.36,3.43,17.48,6.1,1.2,0,22,353
1507,Diospyros montana,Dry Thorn,35,8,141.3,Bottom,3,37,3.52,2.64,8.82,4.7,1,0,22,353
1508,Diospyros montana,Dry Thorn,35,8,141.3,Bottom,3,37,3.22,2.48,7.61,4.7,1.1,0,22,353
1509,Diospyros montana,Dry Thorn,35,8,141.3,Bottom,3,37,3.65,2.3,7.73,4.8,0.7,0,22,353
1510,Diospyros montana,Dry Thorn,35,8,141.3,Bottom,3,37,3.08,2.53,7.53,4.7,0.6,0,22,353
1511,Diospyros montana,Dry Deciduous,36,19,135.7,Upper,1,NA,8.9,4.54,26.81,7.9,1.8,12,36,367
1512,Diospyros montana,Dry Deciduous,36,19,135.7,Upper,1,NA,5.99,3.02,15.14,6.3,1.1,0,36,367
1513,Diospyros montana,Dry Deciduous,36,19,135.7,Upper,1,NA,6.17,4.03,19.48,8,1.6,0,36,367
1514,Diospyros montana,Dry Deciduous,36,19,135.7,Upper,1,NA,6.68,3.84,19.72,7.7,2.1,0,36,367
1515,Diospyros montana,Dry Deciduous,36,19,135.7,Upper,1,NA,4.68,3.24,13.45,7.4,1.4,0,36,367
1516,Diospyros montana,Dry Deciduous,36,19,135.7,Upper,2,NA,7.89,4.06,22.95,6.5,1.5,2,36,368
1517,Diospyros montana,Dry Deciduous,36,19,135.7,Upper,2,NA,6.24,4.34,20.84,8,1.6,3,36,368
1518,Diospyros montana,Dry Deciduous,36,19,135.7,Upper,2,NA,6.46,4.62,22.37,7.6,1.9,5,36,368
1519,Diospyros montana,Dry Deciduous,36,19,135.7,Upper,2,NA,4.68,3.93,16.18,6.6,1.5,2,36,368
1520,Diospyros montana,Dry Deciduous,36,19,135.7,Upper,2,NA,2.81,2.44,6.65,6.2,1,3,36,368
1521,Diospyros montana,Dry Deciduous,36,19,135.7,Upper,3,NA,7.62,4.15,22.78,7.1,1.9,1,36,369
1522,Diospyros montana,Dry Deciduous,36,19,135.7,Upper,3,NA,6.87,3.54,18.91,7.7,1.5,3,36,369
1523,Diospyros montana,Dry Deciduous,36,19,135.7,Upper,3,NA,6.49,4.82,23.22,7.8,1.8,20,36,369
1524,Diospyros montana,Dry Deciduous,36,19,135.7,Upper,3,NA,5.68,3.64,16.98,6.4,1.7,13,36,369
1525,Diospyros montana,Dry Deciduous,36,19,135.7,Upper,3,NA,7.59,4.02,22.2,NA,NA,24,36,369
1526,Diospyros montana,Dry Deciduous,36,19,135.7,Mid,1,NA,9.07,4.26,26.04,7.9,1.9,0,24,364
1527,Diospyros montana,Dry Deciduous,36,19,135.7,Mid,1,NA,7.1,3.77,20.26,7.2,1.8,2,24,364
1528,Diospyros montana,Dry Deciduous,36,19,135.7,Mid,1,NA,10.51,4.88,31.29,9.8,2.2,2,24,364
1529,Diospyros montana,Dry Deciduous,36,19,135.7,Mid,1,NA,6.5,3.05,16.25,6.2,1.3,0,24,364
1530,Diospyros montana,Dry Deciduous,36,19,135.7,Mid,1,NA,9.99,4.73,29.69,9.9,2.2,10,24,364
1531,Diospyros montana,Dry Deciduous,36,19,135.7,Mid,2,NA,4.87,2.94,12.64,6.2,1.2,0,24,365
1532,Diospyros montana,Dry Deciduous,36,19,135.7,Mid,2,NA,6.16,3.87,18.82,8.6,1.7,3,24,365
1533,Diospyros montana,Dry Deciduous,36,19,135.7,Mid,2,NA,6.24,3.37,17.01,6.9,1.4,0,24,365
1534,Diospyros montana,Dry Deciduous,36,19,135.7,Mid,2,NA,8.18,5.11,27.66,8.2,1.8,0,24,365
1535,Diospyros montana,Dry Deciduous,36,19,135.7,Mid,2,NA,3.56,2.63,8.86,8,0.9,0,24,365
1536,Diospyros montana,Dry Deciduous,36,19,135.7,Mid,3,NA,6.53,3.33,17.41,7.1,1.4,0,24,366
1537,Diospyros montana,Dry Deciduous,36,19,135.7,Mid,3,NA,5.06,2.95,13.05,7,1,1,24,366
1538,Diospyros montana,Dry Deciduous,36,19,135.7,Mid,3,NA,6.99,3.85,20.36,7.9,1.6,0,24,366
1539,Diospyros montana,Dry Deciduous,36,19,135.7,Mid,3,NA,5.97,3.36,16.44,7.8,1.5,0,24,366
1540,Diospyros montana,Dry Deciduous,36,19,135.7,Mid,3,NA,7.99,4.39,24.44,6.2,1.7,0,24,366
1541,Diospyros montana,Dry Deciduous,36,19,135.7,Bottom,1,NA,6.1,2.79,14.44,5.4,0.9,7,42,361
1542,Diospyros montana,Dry Deciduous,36,19,135.7,Bottom,1,NA,5.28,3.83,16.95,7.9,1.2,8,42,361
1543,Diospyros montana,Dry Deciduous,36,19,135.7,Bottom,1,NA,6.11,3.95,19.04,4.8,1.4,5,42,361
1544,Diospyros montana,Dry Deciduous,36,19,135.7,Bottom,1,NA,6.64,3.95,20.08,7.1,1.6,4,42,361
1545,Diospyros montana,Dry Deciduous,36,19,135.7,Bottom,1,NA,5.73,3.26,15.58,6.6,1.1,1,42,361
1546,Diospyros montana,Dry Deciduous,36,19,135.7,Bottom,2,NA,6.83,4.47,22.5,7.1,1.4,5,42,362
1547,Diospyros montana,Dry Deciduous,36,19,135.7,Bottom,2,NA,7.78,4.04,22.65,6.7,1.8,3,42,362
1548,Diospyros montana,Dry Deciduous,36,19,135.7,Bottom,2,NA,4.96,3.22,13.92,6.9,1.1,0,42,362
1549,Diospyros montana,Dry Deciduous,36,19,135.7,Bottom,2,NA,6.76,3.69,19.28,7.5,1.4,0,42,362
1550,Diospyros montana,Dry Deciduous,36,19,135.7,Bottom,2,NA,6.32,4.05,19.85,7.9,1,15,42,362
1551,Diospyros montana,Dry Deciduous,36,19,135.7,Bottom,3,NA,7.78,3.92,22.18,6.7,1.7,3,42,363
1552,Diospyros montana,Dry Deciduous,36,19,135.7,Bottom,3,NA,4.05,2.94,11.04,6.2,1,0,42,363
1553,Diospyros montana,Dry Deciduous,36,19,135.7,Bottom,3,NA,4.32,3.65,14.37,3.7,1.3,2,42,363
1554,Diospyros montana,Dry Deciduous,36,19,135.7,Bottom,3,NA,5.87,3.74,17.75,6.9,1.2,0,42,363
1555,Diospyros montana,Dry Deciduous,36,19,135.7,Bottom,3,NA,6.93,3.29,18.03,7.7,1.5,7,42,363
1556,Diospyros montana,Dry Deciduous,37,7,22.9,Upper,1,NA,6.52,4.4,21.62,6.2,1.5,8,28,377
1557,Diospyros montana,Dry Deciduous,37,7,22.9,Upper,1,NA,6.16,3.96,19.18,5,1.7,0,28,377
1558,Diospyros montana,Dry Deciduous,37,7,22.9,Upper,1,NA,4.98,3.21,13.92,5.9,1.4,0,28,377
1559,Diospyros montana,Dry Deciduous,37,7,22.9,Upper,1,NA,8.58,4.01,24.09,6.3,1.7,1,28,377
1560,Diospyros montana,Dry Deciduous,37,7,22.9,Upper,1,NA,4.44,2.97,11.92,5,1.3,0,28,377
1561,Diospyros montana,Dry Deciduous,37,7,22.9,Upper,2,NA,6.42,3.44,17.63,6,1.6,7,28,378
1562,Diospyros montana,Dry Deciduous,37,7,22.9,Upper,2,NA,7.27,3.62,20,5.3,1.5,2,28,378
1563,Diospyros montana,Dry Deciduous,37,7,22.9,Upper,2,NA,7.46,3.95,21.67,5.8,1.8,4,28,378
1564,Diospyros montana,Dry Deciduous,37,7,22.9,Upper,2,NA,6.18,3.36,16.85,6,1.2,3,28,378
